,Date,latitude,longtitude
0,1618061053.349389,50.077251666666676,14.437886666666667
0,1618061053.367794,50.077251666666676,14.437886666666667
0,1618061053.386304,50.077251666666676,14.437886666666667
0,1618061053.4054651,50.077251666666676,14.437886666666667
0,1618061053.4554038,50.07725333333333,14.437888333333335
0,1618061053.473781,50.07725333333333,14.437888333333335
0,1618061053.530135,50.07725333333333,14.437888333333335
0,1618061053.548545,50.07725333333333,14.437888333333335
0,1618061053.567502,50.07725333333333,14.437888333333335
0,1618061053.586216,50.07725333333333,14.437888333333335
0,1618061053.604869,50.07725333333333,14.437888333333335
0,1618061053.62341,50.07725333333333,14.437888333333335
0,1618061053.641977,50.07725333333333,14.437888333333335
0,1618061053.660661,50.07725333333333,14.437888333333335
0,1618061053.6793768,50.07725333333333,14.437888333333335
0,1618061053.6980221,50.07725333333333,14.437888333333335
0,1618061053.716775,50.07725333333333,14.437888333333335
0,1618061053.735487,50.07725333333333,14.437888333333335
0,1618061053.7542038,50.07725333333333,14.437888333333335
0,1618061053.773123,50.07725333333333,14.437888333333335
0,1618061053.792353,50.07725333333333,14.437888333333335
0,1618061053.811132,50.07725333333333,14.437888333333335
0,1618061053.830065,50.07725333333333,14.437888333333335
0,1618061053.8490381,50.07725333333333,14.437888333333335
0,1618061053.868072,50.07725333333333,14.437888333333335
0,1618061053.887094,50.07725333333333,14.437888333333335
0,1618061053.906065,50.07725333333333,14.437888333333335
0,1618061053.925013,50.07725333333333,14.437888333333335
0,1618061053.943942,50.07725333333333,14.437888333333335
0,1618061053.9630089,50.07725333333333,14.437888333333335
0,1618061053.982042,50.07725333333333,14.437888333333335
0,1618061054.0010948,50.07725333333333,14.437888333333335
0,1618061054.0202081,50.07725333333333,14.437888333333335
0,1618061054.039333,50.07725333333333,14.437888333333335
0,1618061054.0590699,50.07725333333333,14.437888333333335
0,1618061054.078233,50.07725333333333,14.437888333333335
0,1618061054.09741,50.07725333333333,14.437888333333335
0,1618061054.116648,50.07725333333333,14.437888333333335
0,1618061054.135874,50.07725333333333,14.437888333333335
0,1618061054.155211,50.07725333333333,14.437888333333335
0,1618061054.174485,50.07725333333333,14.437888333333335
0,1618061054.1938381,50.07725333333333,14.437888333333335
0,1618061054.2132108,50.07725333333333,14.437888333333335
0,1618061054.232582,50.07725333333333,14.437888333333335
0,1618061054.2519028,50.07725333333333,14.437888333333335
0,1618061054.271271,50.07725333333333,14.437888333333335
0,1618061054.2905982,50.07725333333333,14.437888333333335
0,1618061054.310082,50.07725333333333,14.437888333333335
0,1618061054.32954,50.07725333333333,14.437888333333335
0,1618061054.349144,50.07725333333333,14.437888333333335
0,1618061054.368814,50.07725333333333,14.437888333333335
0,1618061054.4216561,50.077255,14.43789
0,1618061054.441218,50.077255,14.43789
0,1618061054.4964519,50.077255,14.43789
0,1618061054.516124,50.077255,14.43789
0,1618061054.535921,50.077255,14.43789
0,1618061054.555724,50.077255,14.43789
0,1618061054.575518,50.077255,14.43789
0,1618061054.595318,50.077255,14.43789
0,1618061054.615195,50.077255,14.43789
0,1618061054.6349769,50.077255,14.43789
0,1618061054.6547859,50.077255,14.43789
0,1618061054.674701,50.077255,14.43789
0,1618061054.694586,50.077255,14.43789
0,1618061054.7145214,50.077255,14.43789
0,1618061054.734484,50.077255,14.43789
0,1618061054.75437,50.077255,14.43789
0,1618061054.7742212,50.077255,14.43789
0,1618061054.794146,50.077255,14.43789
0,1618061054.81414,50.077255,14.43789
0,1618061054.834051,50.077255,14.43789
0,1618061054.854012,50.077255,14.43789
0,1618061054.8747199,50.077255,14.43789
0,1618061054.894736,50.077255,14.43789
0,1618061054.9147801,50.077255,14.43789
0,1618061054.9348464,50.077255,14.43789
0,1618061054.954867,50.077255,14.43789
0,1618061054.974947,50.077255,14.43789
0,1618061054.995004,50.077255,14.43789
0,1618061055.015226,50.077255,14.43789
0,1618061055.035274,50.077255,14.43789
0,1618061055.0553892,50.077255,14.43789
0,1618061055.075696,50.077255,14.43789
0,1618061055.095928,50.077255,14.43789
0,1618061055.116149,50.077255,14.43789
0,1618061055.136349,50.077255,14.43789
0,1618061055.156558,50.077255,14.43789
0,1618061055.176794,50.077255,14.43789
0,1618061055.196942,50.077255,14.43789
0,1618061055.217292,50.077255,14.43789
0,1618061055.2375731,50.077255,14.43789
0,1618061055.258558,50.077255,14.43789
0,1618061055.279046,50.077255,14.43789
0,1618061055.299424,50.077255,14.43789
0,1618061055.320018,50.077255,14.43789
0,1618061055.340534,50.077255,14.43789
0,1618061055.402193,50.077255,14.437891666666667
0,1618061055.422636,50.077255,14.437891666666667
0,1618061055.475882,50.077255,14.437891666666667
0,1618061055.4964821,50.077255,14.437891666666667
0,1618061055.517019,50.077255,14.437891666666667
0,1618061055.5375216,50.077255,14.437891666666667
0,1618061055.558117,50.077255,14.437891666666667
0,1618061055.5787401,50.077255,14.437891666666667
0,1618061055.599405,50.077255,14.437891666666667
0,1618061055.620022,50.077255,14.437891666666667
0,1618061055.64064,50.077255,14.437891666666667
0,1618061055.661339,50.077255,14.437891666666667
0,1618061055.681978,50.077255,14.437891666666667
0,1618061055.702675,50.077255,14.437891666666667
0,1618061055.724025,50.077255,14.437891666666667
0,1618061055.744764,50.077255,14.437891666666667
0,1618061055.7655811,50.077255,14.437891666666667
0,1618061055.7863731,50.077255,14.437891666666667
0,1618061055.807156,50.077255,14.437891666666667
0,1618061055.828009,50.077255,14.437891666666667
0,1618061055.848909,50.077255,14.437891666666667
0,1618061055.869776,50.077255,14.437891666666667
0,1618061055.89068,50.077255,14.437891666666667
0,1618061055.9117439,50.077255,14.437891666666667
0,1618061055.932682,50.077255,14.437891666666667
0,1618061055.953607,50.077255,14.437891666666667
0,1618061055.97467,50.077255,14.437891666666667
0,1618061055.995738,50.077255,14.437891666666667
0,1618061056.016765,50.077255,14.437891666666667
0,1618061056.0376391,50.077255,14.437891666666667
0,1618061056.058655,50.077255,14.437891666666667
0,1618061056.079663,50.077255,14.437891666666667
0,1618061056.1006858,50.077255,14.437891666666667
0,1618061056.122628,50.077255,14.437891666666667
0,1618061056.143736,50.077255,14.437891666666667
0,1618061056.1649618,50.077255,14.437891666666667
0,1618061056.1862519,50.077255,14.437891666666667
0,1618061056.20751,50.077255,14.437891666666667
0,1618061056.228782,50.077255,14.437891666666667
0,1618061056.2501721,50.077255,14.437891666666667
0,1618061056.271521,50.077255,14.437891666666667
0,1618061056.292837,50.077255,14.437891666666667
0,1618061056.31413,50.077255,14.437891666666667
0,1618061056.335494,50.077255,14.437891666666667
0,1618061056.356915,50.077255,14.437891666666667
0,1618061056.414097,50.077255,14.437891666666667
0,1618061056.435606,50.077255,14.437891666666667
0,1618061056.487713,50.077255,14.437891666666667
0,1618061056.509041,50.077255,14.437891666666667
0,1618061056.53046,50.077255,14.437891666666667
0,1618061056.551904,50.077255,14.437891666666667
0,1618061056.5733929,50.077255,14.437891666666667
0,1618061056.595535,50.077255,14.437891666666667
0,1618061056.617173,50.077255,14.437891666666667
0,1618061056.638746,50.077255,14.437891666666667
0,1618061056.660373,50.077255,14.437891666666667
0,1618061056.6820529,50.077255,14.437891666666667
0,1618061056.703615,50.077255,14.437891666666667
0,1618061056.725242,50.077255,14.437891666666667
0,1618061056.7468538,50.077255,14.437891666666667
0,1618061056.768525,50.077255,14.437891666666667
0,1618061056.790185,50.077255,14.437891666666667
0,1618061056.8120039,50.077255,14.437891666666667
0,1618061056.833803,50.077255,14.437891666666667
0,1618061056.855489,50.077255,14.437891666666667
0,1618061056.877234,50.077255,14.437891666666667
0,1618061056.8991039,50.077255,14.437891666666667
0,1618061056.920994,50.077255,14.437891666666667
0,1618061056.942848,50.077255,14.437891666666667
0,1618061056.964685,50.077255,14.437891666666667
0,1618061056.986584,50.077255,14.437891666666667
0,1618061057.009141,50.077255,14.437891666666667
0,1618061057.031055,50.077255,14.437891666666667
0,1618061057.053052,50.077255,14.437891666666667
0,1618061057.0751019,50.077255,14.437891666666667
0,1618061057.097302,50.077255,14.437891666666667
0,1618061057.119513,50.077255,14.437891666666667
0,1618061057.145918,50.077255,14.437891666666667
0,1618061057.168023,50.077255,14.437891666666667
0,1618061057.190134,50.077255,14.437891666666667
0,1618061057.212437,50.077255,14.437891666666667
0,1618061057.234619,50.077255,14.437891666666667
0,1618061057.256851,50.077255,14.437891666666667
0,1618061057.279174,50.077255,14.437891666666667
0,1618061057.3015099,50.077255,14.437891666666667
0,1618061057.323737,50.077255,14.437891666666667
0,1618061057.346087,50.077255,14.437891666666667
0,1618061057.368483,50.077255,14.437891666666667
0,1618061057.414862,50.07725666666667,14.437891666666667
0,1618061057.437232,50.07725666666667,14.437891666666667
0,1618061057.489609,50.07725666666667,14.437891666666667
0,1618061057.512048,50.07725666666667,14.437891666666667
0,1618061057.534428,50.07725666666667,14.437891666666667
0,1618061057.556889,50.07725666666667,14.437891666666667
0,1618061057.579237,50.07725666666667,14.437891666666667
0,1618061057.601683,50.07725666666667,14.437891666666667
0,1618061057.624292,50.07725666666667,14.437891666666667
0,1618061057.6467538,50.07725666666667,14.437891666666667
0,1618061057.66921,50.07725666666667,14.437891666666667
0,1618061057.691775,50.07725666666667,14.437891666666667
0,1618061057.714292,50.07725666666667,14.437891666666667
0,1618061057.7367961,50.07725666666667,14.437891666666667
0,1618061057.759396,50.07725666666667,14.437891666666667
0,1618061057.782053,50.07725666666667,14.437891666666667
0,1618061057.804667,50.07725666666667,14.437891666666667
0,1618061057.827334,50.07725666666667,14.437891666666667
0,1618061057.850074,50.07725666666667,14.437891666666667
0,1618061057.872828,50.07725666666667,14.437891666666667
0,1618061057.895511,50.07725666666667,14.437891666666667
0,1618061057.9188368,50.07725666666667,14.437891666666667
0,1618061057.94165,50.07725666666667,14.437891666666667
0,1618061057.9644089,50.07725666666667,14.437891666666667
0,1618061057.987177,50.07725666666667,14.437891666666667
0,1618061058.010205,50.07725666666667,14.437891666666667
0,1618061058.033106,50.07725666666667,14.437891666666667
0,1618061058.0559769,50.07725666666667,14.437891666666667
0,1618061058.078898,50.07725666666667,14.437891666666667
0,1618061058.101877,50.07725666666667,14.437891666666667
0,1618061058.1247554,50.07725666666667,14.437891666666667
0,1618061058.147708,50.07725666666667,14.437891666666667
0,1618061058.1707401,50.07725666666667,14.437891666666667
0,1618061058.1938019,50.07725666666667,14.437891666666667
0,1618061058.2168212,50.07725666666667,14.437891666666667
0,1618061058.239969,50.07725666666667,14.437891666666667
0,1618061058.263143,50.07725666666667,14.437891666666667
0,1618061058.286222,50.07725666666667,14.437891666666667
0,1618061058.309387,50.07725666666667,14.437891666666667
0,1618061058.3325882,50.07725666666667,14.437891666666667
0,1618061058.356402,50.07725666666667,14.437891666666667
0,1618061058.4238179,50.07725833333334,14.437893333333333
0,1618061058.446991,50.07725833333334,14.437893333333333
0,1618061058.4985359,50.07725833333334,14.437893333333333
0,1618061058.521784,50.07725833333334,14.437893333333333
0,1618061058.545116,50.07725833333334,14.437893333333333
0,1618061058.5686731,50.07725833333334,14.437893333333333
0,1618061058.592268,50.07725833333334,14.437893333333333
0,1618061058.615855,50.07725833333334,14.437893333333333
0,1618061058.639451,50.07725833333334,14.437893333333333
0,1618061058.663102,50.07725833333334,14.437893333333333
0,1618061058.686768,50.07725833333334,14.437893333333333
0,1618061058.710454,50.07725833333334,14.437893333333333
0,1618061058.7342381,50.07725833333334,14.437893333333333
0,1618061058.75794,50.07725833333334,14.437893333333333
0,1618061058.7818036,50.07725833333334,14.437893333333333
0,1618061058.805546,50.07725833333334,14.437893333333333
0,1618061058.829448,50.07725833333334,14.437893333333333
0,1618061058.853255,50.07725833333334,14.437893333333333
0,1618061058.877639,50.07725833333334,14.437893333333333
0,1618061058.901449,50.07725833333334,14.437893333333333
0,1618061058.925239,50.07725833333334,14.437893333333333
0,1618061058.949081,50.07725833333334,14.437893333333333
0,1618061058.973131,50.07725833333334,14.437893333333333
0,1618061058.997011,50.07725833333334,14.437893333333333
0,1618061059.021142,50.07725833333334,14.437893333333333
0,1618061059.045095,50.07725833333334,14.437893333333333
0,1618061059.069104,50.07725833333334,14.437893333333333
0,1618061059.0932882,50.07725833333334,14.437893333333333
0,1618061059.117379,50.07725833333334,14.437893333333333
0,1618061059.141485,50.07725833333334,14.437893333333333
0,1618061059.1655526,50.07725833333334,14.437893333333333
0,1618061059.189591,50.07725833333334,14.437893333333333
0,1618061059.213864,50.07725833333334,14.437893333333333
0,1618061059.237995,50.07725833333334,14.437893333333333
0,1618061059.262287,50.07725833333334,14.437893333333333
0,1618061059.2865438,50.07725833333334,14.437893333333333
0,1618061059.310856,50.07725833333334,14.437893333333333
0,1618061059.335823,50.07725833333334,14.437893333333333
0,1618061059.360062,50.07725833333334,14.437893333333333
0,1618061059.384554,50.07725833333334,14.437893333333333
0,1618061059.4330359,50.07725833333334,14.437893333333333
0,1618061059.457448,50.07725833333334,14.437893333333333
0,1618061059.507753,50.07725833333334,14.437893333333333
0,1618061059.532135,50.07725833333334,14.437893333333333
0,1618061059.556601,50.07725833333334,14.437893333333333
0,1618061059.580983,50.07725833333334,14.437893333333333
0,1618061059.6053321,50.07725833333334,14.437893333333333
0,1618061059.629876,50.07725833333334,14.437893333333333
0,1618061059.654486,50.07725833333334,14.437893333333333
0,1618061059.678975,50.07725833333334,14.437893333333333
0,1618061059.7035394,50.07725833333334,14.437893333333333
0,1618061059.728014,50.07725833333334,14.437893333333333
0,1618061059.752589,50.07725833333334,14.437893333333333
0,1618061059.777144,50.07725833333334,14.437893333333333
0,1618061059.801807,50.07725833333334,14.437893333333333
0,1618061059.8263562,50.07725833333334,14.437893333333333
0,1618061059.851754,50.07725833333334,14.437893333333333
0,1618061059.876476,50.07725833333334,14.437893333333333
0,1618061059.9011939,50.07725833333334,14.437893333333333
0,1618061059.925853,50.07725833333334,14.437893333333333
0,1618061059.950517,50.07725833333334,14.437893333333333
0,1618061059.97536,50.07725833333334,14.437893333333333
0,1618061060.000174,50.07725833333334,14.437893333333333
0,1618061060.025024,50.07725833333334,14.437893333333333
0,1618061060.04982,50.07725833333334,14.437893333333333
0,1618061060.07469,50.07725833333334,14.437893333333333
0,1618061060.099629,50.07725833333334,14.437893333333333
0,1618061060.124609,50.07725833333334,14.437893333333333
0,1618061060.149498,50.07725833333334,14.437893333333333
0,1618061060.1746109,50.07725833333334,14.437893333333333
0,1618061060.199548,50.07725833333334,14.437893333333333
0,1618061060.224604,50.07725833333334,14.437893333333333
0,1618061060.249638,50.07725833333334,14.437893333333333
0,1618061060.2747538,50.07725833333334,14.437893333333333
0,1618061060.299937,50.07725833333334,14.437893333333333
0,1618061060.325608,50.07725833333334,14.437893333333333
0,1618061060.3506892,50.07725833333334,14.437893333333333
0,1618061060.375947,50.07725833333334,14.437893333333333
0,1618061060.42575,50.07726,14.437895000000001
0,1618061060.4509768,50.077259999999995,14.437895
0,1618061060.500485,50.07726,14.437895000000001
0,1618061060.525713,50.077259999999995,14.437895
0,1618061060.550993,50.07726,14.437895000000001
0,1618061060.576227,50.077259999999995,14.437895
0,1618061060.601448,50.07726,14.437895000000001
0,1618061060.626683,50.077259999999995,14.437895
0,1618061060.652037,50.07726,14.437895000000001
0,1618061060.677362,50.077259999999995,14.437895
0,1618061060.702754,50.07726,14.437895000000001
0,1618061060.728063,50.077259999999995,14.437895
0,1618061060.753668,50.07726,14.437895000000001
0,1618061060.7791214,50.077259999999995,14.437895
0,1618061060.804633,50.07726,14.437895000000001
0,1618061060.83035,50.077259999999995,14.437895
0,1618061060.856718,50.07726,14.437895000000001
0,1618061060.882271,50.077259999999995,14.437895
0,1618061060.9077814,50.07726,14.437895000000001
0,1618061060.933499,50.077259999999995,14.437895
0,1618061060.9591641,50.07726,14.437895000000001
0,1618061060.984838,50.077259999999995,14.437895
0,1618061061.010564,50.07726,14.437895000000001
0,1618061061.0363321,50.077259999999995,14.437895
0,1618061061.062141,50.07726,14.437895000000001
0,1618061061.087941,50.077259999999995,14.437895
0,1618061061.1139288,50.07726,14.437895000000001
0,1618061061.139803,50.077259999999995,14.437895
0,1618061061.165816,50.07726,14.437895000000001
0,1618061061.1919081,50.077259999999995,14.437895
0,1618061061.2178519,50.07726,14.437895000000001
0,1618061061.243855,50.077259999999995,14.437895
0,1618061061.2698698,50.07726,14.437895000000001
0,1618061061.295994,50.077259999999995,14.437895
0,1618061061.322074,50.07726,14.437895000000001
0,1618061061.348712,50.077259999999995,14.437895
0,1618061061.4166028,50.07726,14.437895000000001
0,1618061061.442765,50.077259999999995,14.437895
0,1618061061.491309,50.07726,14.437895000000001
0,1618061061.5174,50.077259999999995,14.437895
0,1618061061.543552,50.07726,14.437895000000001
0,1618061061.569641,50.077259999999995,14.437895
0,1618061061.595793,50.07726,14.437895000000001
0,1618061061.6219769,50.077259999999995,14.437895
0,1618061061.6482134,50.07726,14.437895000000001
0,1618061061.674566,50.077259999999995,14.437895
0,1618061061.700784,50.07726,14.437895000000001
0,1618061061.7271054,50.077259999999995,14.437895
0,1618061061.753517,50.07726,14.437895000000001
0,1618061061.779834,50.077259999999995,14.437895
0,1618061061.806212,50.07726,14.437895000000001
0,1618061061.832702,50.077259999999995,14.437895
0,1618061061.858916,50.07726,14.437895000000001
0,1618061061.885367,50.077259999999995,14.437895
0,1618061061.912266,50.07726,14.437895000000001
0,1618061061.9385462,50.077259999999995,14.437895
0,1618061061.965173,50.07726,14.437895000000001
0,1618061061.9917214,50.077259999999995,14.437895
0,1618061062.018168,50.07726,14.437895000000001
0,1618061062.0447216,50.077259999999995,14.437895
0,1618061062.071348,50.07726,14.437895000000001
0,1618061062.097851,50.077259999999995,14.437895
0,1618061062.1244779,50.07726,14.437895000000001
0,1618061062.154204,50.077259999999995,14.437895
0,1618061062.180866,50.07726,14.437895000000001
0,1618061062.207362,50.077259999999995,14.437895
0,1618061062.267347,50.07726,14.437895000000001
0,1618061062.295989,50.077259999999995,14.437895
0,1618061062.322758,50.07726,14.437895000000001
0,1618061062.3493118,50.077259999999995,14.437895
0,1618061062.376081,50.07726,14.437895000000001
0,1618061062.4034634,50.077259999999995,14.437895
0,1618061062.430177,50.07726,14.437895000000001
0,1618061062.477819,50.07726166666666,14.437896666666665
0,1618061062.504781,50.07726166666666,14.437896666666665
0,1618061062.552558,50.07726166666666,14.437896666666665
0,1618061062.579401,50.07726166666666,14.437896666666665
0,1618061062.606276,50.07726166666666,14.437896666666665
0,1618061062.633224,50.07726166666666,14.437896666666665
0,1618061062.6601279,50.07726166666666,14.437896666666665
0,1618061062.687126,50.07726166666666,14.437896666666665
0,1618061062.7141151,50.07726166666666,14.437896666666665
0,1618061062.741131,50.07726166666666,14.437896666666665
0,1618061062.7681801,50.07726166666666,14.437896666666665
0,1618061062.795301,50.07726166666666,14.437896666666665
0,1618061062.822382,50.07726166666666,14.437896666666665
0,1618061062.8494,50.07726166666666,14.437896666666665
0,1618061062.876522,50.07726166666666,14.437896666666665
0,1618061062.903572,50.07726166666666,14.437896666666665
0,1618061062.9305599,50.07726166666666,14.437896666666665
0,1618061062.958335,50.07726166666666,14.437896666666665
0,1618061062.985533,50.07726166666666,14.437896666666665
0,1618061063.012641,50.07726166666666,14.437896666666665
0,1618061063.039752,50.07726166666666,14.437896666666665
0,1618061063.066976,50.07726166666666,14.437896666666665
0,1618061063.094269,50.07726166666666,14.437896666666665
0,1618061063.121615,50.07726166666666,14.437896666666665
0,1618061063.14887,50.07726166666666,14.437896666666665
0,1618061063.17624,50.07726166666666,14.437896666666665
0,1618061063.2037141,50.07726166666666,14.437896666666665
0,1618061063.231027,50.07726166666666,14.437896666666665
0,1618061063.258408,50.07726166666666,14.437896666666665
0,1618061063.285966,50.07726166666666,14.437896666666665
0,1618061063.313443,50.07726166666666,14.437896666666665
0,1618061063.340786,50.07726166666666,14.437896666666665
0,1618061063.368424,50.07726166666666,14.437896666666665
0,1618061063.421246,50.07726166666666,14.437898333333333
0,1618061063.448709,50.07726166666666,14.437898333333333
0,1618061063.4958448,50.07726166666666,14.437898333333333
0,1618061063.524698,50.07726166666666,14.437898333333333
0,1618061063.5530438,50.07726166666666,14.437898333333333
0,1618061063.581234,50.07726166666666,14.437898333333333
0,1618061063.609301,50.07726166666666,14.437898333333333
0,1618061063.637516,50.07726166666666,14.437898333333333
0,1618061063.6658359,50.07726166666666,14.437898333333333
0,1618061063.6940632,50.07726166666666,14.437898333333333
0,1618061063.7223961,50.07726166666666,14.437898333333333
0,1618061063.750578,50.07726166666666,14.437898333333333
0,1618061063.778877,50.07726166666666,14.437898333333333
0,1618061063.807106,50.07726166666666,14.437898333333333
0,1618061063.835494,50.07726166666666,14.437898333333333
0,1618061063.8637679,50.07726166666666,14.437898333333333
0,1618061063.891999,50.07726166666666,14.437898333333333
0,1618061063.920295,50.07726166666666,14.437898333333333
0,1618061063.948686,50.07726166666666,14.437898333333333
0,1618061063.977259,50.07726166666666,14.437898333333333
0,1618061064.0059106,50.07726166666666,14.437898333333333
0,1618061064.03449,50.07726166666666,14.437898333333333
0,1618061064.063749,50.07726166666666,14.437898333333333
0,1618061064.092176,50.07726166666666,14.437898333333333
0,1618061064.120719,50.07726166666666,14.437898333333333
0,1618061064.1492438,50.07726166666666,14.437898333333333
0,1618061064.177892,50.07726166666666,14.437898333333333
0,1618061064.206532,50.07726166666666,14.437898333333333
0,1618061064.235181,50.07726166666666,14.437898333333333
0,1618061064.263874,50.07726166666666,14.437898333333333
0,1618061064.292793,50.07726166666666,14.437898333333333
0,1618061064.321524,50.07726166666666,14.437898333333333
0,1618061064.350367,50.07726166666666,14.437898333333333
0,1618061064.37921,50.07726166666666,14.437898333333333
0,1618061064.4277804,50.07726333333334,14.437901666666667
0,1618061064.456744,50.07726333333334,14.437901666666667
0,1618061064.5024981,50.07726333333334,14.437901666666667
0,1618061064.531251,50.07726333333334,14.437901666666667
0,1618061064.560011,50.07726333333334,14.437901666666667
0,1618061064.5888839,50.07726333333334,14.437901666666667
0,1618061064.6177518,50.07726333333334,14.437901666666667
0,1618061064.647257,50.07726333333334,14.437901666666667
0,1618061064.6760561,50.07726333333334,14.437901666666667
0,1618061064.70491,50.07726333333334,14.437901666666667
0,1618061064.733763,50.07726333333334,14.437901666666667
0,1618061064.762815,50.07726333333334,14.437901666666667
0,1618061064.7918231,50.07726333333334,14.437901666666667
0,1618061064.820822,50.07726333333334,14.437901666666667
0,1618061064.849819,50.07726333333334,14.437901666666667
0,1618061064.878824,50.07726333333334,14.437901666666667
0,1618061064.908073,50.07726333333334,14.437901666666667
0,1618061064.9372392,50.07726333333334,14.437901666666667
0,1618061064.966563,50.07726333333334,14.437901666666667
0,1618061064.9958,50.07726333333334,14.437901666666667
0,1618061065.0248618,50.07726333333334,14.437901666666667
0,1618061065.054216,50.07726333333334,14.437901666666667
0,1618061065.083457,50.07726333333334,14.437901666666667
0,1618061065.112791,50.07726333333334,14.437901666666667
0,1618061065.141938,50.07726333333334,14.437901666666667
0,1618061065.171337,50.07726333333334,14.437901666666667
0,1618061065.2013779,50.07726333333334,14.437901666666667
0,1618061065.23053,50.07726333333334,14.437901666666667
0,1618061065.259906,50.07726333333334,14.437901666666667
0,1618061065.289528,50.07726333333334,14.437901666666667
0,1618061065.318933,50.07726333333334,14.437901666666667
0,1618061065.348474,50.07726333333334,14.437901666666667
0,1618061065.377904,50.07726333333334,14.437901666666667
0,1618061065.4074109,50.07726333333334,14.437901666666667
0,1618061065.436948,50.07726333333334,14.437901666666667
0,1618061065.490102,50.07726333333334,14.437905
0,1618061065.519721,50.07726333333334,14.437904999999999
0,1618061065.564847,50.07726333333334,14.437905
0,1618061065.5944018,50.07726333333334,14.437904999999999
0,1618061065.624078,50.07726333333334,14.437905
0,1618061065.653794,50.07726333333334,14.437904999999999
0,1618061065.6834779,50.07726333333334,14.437905
0,1618061065.713048,50.07726333333334,14.437904999999999
0,1618061065.742786,50.07726333333334,14.437905
0,1618061065.772367,50.07726333333334,14.437904999999999
0,1618061065.802677,50.07726333333334,14.437905
0,1618061065.832361,50.07726333333334,14.437904999999999
0,1618061065.8619866,50.07726333333334,14.437905
0,1618061065.8918018,50.07726333333334,14.437904999999999
0,1618061065.921629,50.07726333333334,14.437905
0,1618061065.9514868,50.07726333333334,14.437904999999999
0,1618061065.981319,50.07726333333334,14.437905
0,1618061066.011242,50.07726333333334,14.437904999999999
0,1618061220.623076,,
0,1618061221.67051,,
0,1618061222.7349286,50.07731333333333,14.438498333333332
0,1618061223.797057,50.07731333333333,14.438498333333332
0,1618061224.881958,50.07731500000001,14.438513333333333
0,1618061225.954927,50.07731500000001,14.438513333333333
0,1618061227.0297642,50.07731666666667,14.438529999999998
0,1618061228.089766,50.07731666666667,14.438529999999998
0,1618061229.166194,50.07731833333334,14.438543333333335
0,1618061230.242786,50.07731833333334,14.438543333333335
0,1618061231.309465,50.07731833333334,14.438558333333333
0,1618061232.383397,50.07731833333334,14.438558333333333
